No.,Parent Company Name,Mill Name,Country,State/Province,Latitude,Longitude
282,MP Evans,Prima Mitrajaya Mandiri (Benua Puhun),Indonesia,Kalimantan Timur,-0.297249,116.764132
283,Graha,Pujud Karya Sawit,Indonesia,Riau,1.37615,100.52885
284,Rimbo Panjang Sumber Makmur,Rimbo Panjang Sumber Makmur,Indonesia,Sumatera Barat,-0.069339,100.022138
285,Rudyagung Agralaksana,Rudyagung Agralaksana,Indonesia,Jambi,-1.276208,103.248727
286,Astra Agro Lestari,Sari Lembah Subur 1,Indonesia,Riau,-0.081389,102.291667
287,Astra Agro Lestari,Sari Lembah Subur 2,Indonesia,Riau,-0.002078,102.196417
288,Mahkota Group,Sawit Anugrah Sejahtera,Indonesia,Riau,1.151667,101.276717
289,Astra Agro Lestari,Sawit Asahan Indah,Indonesia,Riau,0.76158333,100.519
290,Sebanga Multi Sawit,Sawit Mas Nusantara,Indonesia,Riau,0.158512,101.781021
291,Metro Kajang Holding,Khaleda Agroprima Malindo (Seguntung),Indonesia,Kalimantan Timur,0.015313,116.968444,
292,Bumitama Gunajaya Agro,Agro Sejahtera Manunggal,Indonesia,Kalimantan Barat,-2.546278,110.384971
293,Nikmat Halona Reksa,Seberida,Indonesia,Riau,-0.734611111,102.5251111
294,Anugerah,Kemilau Permata Sawit (Sijunjung),Indonesia,Sumatera Barat,-0.9037861,101.39815
295,Pasifik Agro Sentosa,Rimba Mujur Mahkota (Sikarakara),Indonesia,Sumatera Utara,0.672056,99.092
296,Aditya Agroindo,Simpang Hulu Barat,Indonesia,Kalimantan Barat,-0.41106,110.18269
297,Sinar Halomoan,Pasir Jae,Indonesia,Sumatera Utara,1.061727,99.834377
298,Indah Group,Sun Sawit,Indonesia,Sumatera Selatan,-3.16833056,104.8919944
299,Kalimantan Ria Sejahtera,Sondai Muara,Indonesia,Kalimantan Tengah,-1.18,114.0319444
300 Sri Indrapura Sawit Lestari,,Sri Indrapura Sawit Lestari,Indonesia,Riau,0.470952,101.721106
301,Bumitama Gunajaya Agro,Rohul Sawit Industri (Suka Damai Factory),Indonesia,Riau,0.680556,100.526278
302,Sukses Gemilang Palem,Sukses Gemilang Palem,Indonesia,Jambi,-2.26439,102.556587
303,Sumber Adinusa Lestari,Sumber Adinusa Lestari,Indonesia,Kalimantan Tengah,-2.20405,111.47948
304,Sumber Bunga Sawit Lestari,Babulu,Indonesia,Kalimantan Timur,-1.492394,116.444393
305,Sumber Sawit Sejahtera,Sumber Sawit Sejahtera,Indonesia,Riau,0.247422,101.975596
306,Teguh Karsa Wanalestari,Sungai Leko,Indonesia,Riau,0.849895,101.393805
307,Cahaya Cemerlang Lestari,Cahaya Cemerlang Lestari (Sungai Lilin),Indonesia,Sumatera Selatan,-2.535817,104.150283
308,Swakarsa Sawit Raya,Swakarsa Sawit Raya,Indonesia,Riau,-0.48911,102.479086
309,Swastisiddhi Amagra,Binabaru,Indonesia,Riau,0.20895,101.276083
310,Swastisiddhi Amagra,Libo Jaya,Indonesia,Riau,0.947361111,101.0967778
311,Talang Jerinjing Sawit,Talang Jerinjing,Indonesia,Riau,-0.46315,102.46722
312,Jhagdra Group,Tamora Agro Lestari,Indonesia,Riau,-0.531305556,101.4166944
313,Perkebunan Nusantara VI,Tanjung Lebar,Indonesia,Jambi,-2.017127778,103.545375
314,Tayan Bukit Sawit,Tayan Bukit Sawit,Indonesia,Kalimantan Barat,0.543488889,110.4238194
315,Aathi Bagawathi Manufacturing,Abdi Budi Mulia,Indonesia,Sumatera Utara,2.051269,100.252339
316,Serasih Group,Anugerah Energitama,Indonesia,Kalimantan Timur,0.790608,117.282411
317,Sin Tek Huat,Trimitra Lestari,Indonesia,Jambi,-1.068733,103.165067
318,Trinity Palmas Plantation,Trinity Palmas Plantation,Indonesia,Sulawesi Barat,-2.056511111,119.344865
319,Astra Agro Lestari,Tunggal Perkasa Plantations,Indonesia,Riau,-0.302969,102.273469
320,Usaha Kita Makmur,Usaha Kita Makmur,Indonesia,Riau,-0.53,101.4930556
321,Raja Garuda Mas,Usaha Sawit Mandiri,Indonesia,Sumatera Barat,0.304998,99.44721
322,Wanasari Nusantara,Wanasari Nusantara,Indonesia,Riau,-0.287,101.4718
323 Diva Pratama Sakti,,Wira Karya Pramitra,Indonesia,Riau,0.544041,101.253514,
324,Sime Darby Plantation,Sei Galuh,Indonesia,Riau,0.5469171,101.2291
325,Perkebunan Nusantara V,Sei Garo,Indonesia,Riau,0.643722,101.110056
326,Perkebunan Nusantara V,Kebun Tandun,Indonesia,Riau,0.5987244,100.6937
327,Perkebunan Nusantara V,Terantam,Indonesia,Riau,0.578806,100.750806
328,Perkebunan Nusantara V,Sei Tapung,Indonesia,Riau,0.598976,100.618965
329,Perkebunan Nusantara V,Sei Rokan,Indonesia,Riau,0.7258617,100.5788
330,Perkebunan Nusantara V,Sei Intan,Indonesia,Riau,0.7839358,100.6115
331,Perkebunan Nusantara V,Sei Buatan,Indonesia,Riau,0.653861,101.864806
332,Perkebunan Nusantara V,Tanah Putih,Indonesia,Riau,1.744167,100.511167
333,Perkebunan Nusantara V,Tanjung Medan,Indonesia,Riau,1.584444,100.589205
334,Berkat Sawit Sejahtera,Berkat Sawit Sejahtera,Indonesia,Sumatera Selatan,-2.829976,104.737064
335,Kharisma Agro Sejahtera,Kharisma Agro Sejahtera,Indonesia,Riau,-0.752306,102.244639
336,Gruti Lestari Pratama,Gruti Lestari Pratama,Indonesia,Sumatera Utara,0.51375,99.271329
337,Trinity Interlink,Merangkai Artha Nusantara,Indonesia,Riau,1.212517,100.29345
338,Mustika Agung Sarana Sejahtera,Mustika Agung Sarana Sejahtera,Indonesia,Riau,1.74717,100.93192
339,Paluta Inti Sawit,Paluta Inti Sawit,Indonesia,Sumatera Utara,1.554028,99.835694
340,Permata Citra Rangau,Permata Citra Rangau,Indonesia,Riau,1.250402,101.250447
341,Palm Mas Asri,Luwu I,Indonesia,Sulawesi Selatan,-2.615649,120.654455
342,Bumitama Gunajaya Agro,Rohul Sawit Industri (Rohul Palmindo),Indonesia,Riau,0.98658333,100.7324444
343,Kharisma Wirajaya Palma,Kharisma Wirajaya Palma,Indonesia,Riau,0.818036,100.887633
344,Chin Teck Plantations,Keratong,Malaysia,Pahang,2.775496,102.91626
345,Chin Teck Plantations,Gua Musang,Malaysia,Kelantan,4.8365,102.00417
346,Eng Thye Plantations,Gula,Malaysia,Perak,4.954957,100.468919
347,Felcra Berhad,Nasaruddin,Malaysia,Perak,4.323522,100.938307
348,Felcra Berhad,Seberang Perak,Malaysia,Perak,4.148111,100.839765
349,Felcra Berhad,Bidor,Malaysia,Perak,3.999611,101.167028
350,IOI Corporation,Bukit Lee Lau,Malaysia,Pahang,3.30273,103.137889
351,IOI Corporation,Gomali,Malaysia,Johor,2.611826,102.678656
352,IOI Corporation,Pukin,Malaysia,Pahang,2.72235,102.911
353,Kilang Minyak Sawit Lum,Kilang Minyak Sawit Lum,Malaysia,Pahang,2.743432,102.938883
354,Kuala Lumpur Kepong,Jeram Padang,Malaysia,Negeri Sembilan,2.735243,102.410444
355,Kuala Lumpur Kepong,Tanjung Malim,Malaysia,Selangor,3.6944778,101.4856139
356,Kuala Lumpur Kepong,Tuan Mee,Malaysia,Selangor,3.265271,101.463768,
357,LKPP Corporation,Dominion Square,Malaysia,Pahang,3.619765,103.160623
358,LKPP Corporation,Lepar,Malaysia,Pahang,3.591111,103.081194
359,Prosper Group,Cheekah-Kemayan,Malaysia,Pahang,3.148583,102.475361
360,Prosper Group,Kilang Kosfarm,Malaysia,Pahang,2.9934,102.82
361,Prosper Group,Prosper Palm Oil Mill,Malaysia,Negeri Sembilan,2.8908061,102.5222
362,Prosper Group,Tagar,Malaysia,Selangor,3.533333,101.483333
363,Prosper Group,Wujud Wawasan (Kosma),Malaysia,Pahang,3.033934,102.840363
364,Sime Darby Plantation,Bukit Kerayong,Malaysia,Selangor,3.187134,101.372902
365,Sime Darby Plantation,Chaah,Malaysia,Johor,2.148725,102.973994
366,Sime Darby Plantation,Diamond Jubilee,Malaysia,Melaka,2.324247,102.482843
367,Sime Darby Plantation,East Oil Mill,Malaysia,Selangor,2.883333,101.436136
368,Sime Darby Plantation,Flemington,Malaysia,Perak,3.928056,100.857222
369,Sime Darby Plantation,Kempas,Malaysia,Melaka,2.243522,102.481386
370,Sime Darby Plantation,Sua Betong,Malaysia,Negeri Sembilan,2.528333,101.895278
371,Sime Darby Plantation,Tanah Merah,Malaysia,Negeri Sembilan,2.655278,101.792778
372,Sime Darby Plantation,Tennamaram,Malaysia,Selangor,3.395639,101.417614
373,Sime Darby Plantation,West Oil Mill,Malaysia,Selangor,2.905958,101.360129
374,Southern Perak Plantations,Southern Perak,Malaysia,Perak,3.8060333,101.0295111
375,TDM Plantations,Kemaman,Malaysia,Trengganu,4.403,103.248
376,TDM Plantations,Sungai Tong,Malaysia,Trengganu,5.308094,102.910417
377,Ladang Serasa,Serasa,Malaysia,Kelantan,5.099504,102.175826
378,Yee Lee Palm Oil Industries,Yee Lee,Malaysia,Perak,4.08574,101.280275
379,Bell Group,Bell Palm Industries,Malaysia,Johor,1.916414,102.892369
380,Bell Group,United Bell,Malaysia,Johor,1.565394,103.467956
381,Bell Group,Bell Sri Lingga,Malaysia,Melaka,2.377635,101.985317
382,Bell Group,Syarikat Perusahaan,Malaysia,Johor,2.166967,103.058453
383,Sayong Plantation,Sungei Kahang,Malaysia,Johor,2.23185,103.526014
384,JC Chang Group,Carotino Palm Oil Mill,Malaysia,Pahang,3.816972,102.818222
385,Dupont & Leosk Enterprises,Gedok Mas,Malaysia,Negeri Sembilan,2.57912,102.420896
386,Espek,Risda Durian Mas,Malaysia,Trengganu,4.595091,103.202805
387,Felcra Berhad,Bukit Kepong,Malaysia,Johor,2.390676,102.881994
388,Felcra Berhad,Maran,Malaysia,Pahang,3.570918,102.685688
389,Felcra Berhad,Jayaputra,Malaysia,Pahang,3.982913,102.222397,
390,Felcra Berhad,Felcra Processing,Malaysia,Perak,3.999611,101.167028
391,Felda Global Ventures,Seroja,Malaysia,Pahang,3.589945,102.559455
392,Felda Global Ventures,Jengka 8,Malaysia,Pahang,3.823056,102.506944
393,Felda Global Ventures,Bukit Mendi,Malaysia,Pahang,3.196743,102.301075
394,Felda Global Ventures,Lepar Utara 6,Malaysia,Pahang,3.972497,102.692625
395,Felda Global Ventures,Kemasul,Malaysia,Pahang,3.2734,102.233
396,Gan Teng Siew Realty,Ulu Kanchong,Malaysia,Negeri Sembilan,2.582643,101.997936
397,Genting Plantations,Ayer Item,Malaysia,Johor,1.856092,103.209291
398,Havys,Havys,Malaysia,Pahang,2.892339,102.662724
399,IOI Corporation,Pamol Sabah,Malaysia,Sabah,6.002431,117.398389
400,Kema Development,Sri Jaya,Malaysia,Pahang,3.729276,102.888766
401,Kesedar Perkilangan,Paloh 3,Malaysia,Kelantan,4.99986,102.27477
402,Wilmar International,Panji Alam,Malaysia,Trengganu,4.3744,103.3493
403,Rakyat Ketengah Perwira,Rakyat Ketengah Perwira,Malaysia,Trengganu,4.119153,103.203506
404,Kian Hoe Plantations,Coronation,Malaysia,Johor,2.022778,103.267194
405,Kilang Sawit Lembing,Lembing,Malaysia,Pahang,3.892699,103.09959
406,Kilang Sawit Muar,Kilang Sawit Muar,Malaysia,Johor,2.009418,102.679904
407,EPA Management,Tereh,Malaysia,Johor,2.217023,103.352357
408,Ladang Rakyat Trengganu,Bukit Bandi,Malaysia,Trengganu,4.140742,103.218992
409,Lenga Palm Oil Industries,Lenga,Malaysia,Johor,2.226357,102.569333
410,Liziz Plantation,Liziz,Malaysia,Kelantan,4.871817,101.805583
411,Malmaju Bina,Malmaju Bina,Malaysia,Perak,5.1741667,100.6733333
412,Mawar Mentari,Mawar Mentari,Malaysia,Negeri Sembilan,2.867181,102.31613
413,Kilang Minyak Sawit Meru,Meru,Malaysia,Selangor,3.011127,101.519152
414,Dupont & Leosk Enterprises,Milik Mestika (Ledang Mas),Malaysia,Johor,2.409111,102.667874
415,Prosper Group,Endau,Malaysia,Pahang,2.679662,103.50655
416,Prosper Group,Kilang Sawira Makmur,Malaysia,Pahang,2.967583,103.092444
417,Seong Thye Plantations,Seong Thye (Kahang),Malaysia,Johor,2.308333,103.5325
418,Seri Ulu Langat,Seri Ulu Langat,Malaysia,Selangor,2.851693,101.650118
419,Sri Senggora,Sri Senggora,Malaysia,Pahang,3.603816,102.91878
420,ST Palm Oil Mill,ST Palm Oil Mill,Malaysia,Perak,3.834211,101.1745
421,Sime Darby Plantation,Gunung Mas,Malaysia,Johor,2.243544,103.137941
422,Sime Darby Plantation,Jabor,Malaysia,Trengganu,3.96041,103.30872,
423,Sime Darby Plantation,Kerdau,Malaysia,Pahang,3.569405,102.279581
424,Sime Darby Plantation,Kok Foh,Malaysia,Negeri Sembilan,2.783333,102.5
425,Sime Darby Plantation,Selaba Palm Oil Mill,Malaysia,Perak,3.989205,101.081381
426,Sime Darby Plantation,Seri Intan,Malaysia,Perak,3.969228,100.985558
427,Sinarmas Agro Res Tech,Maskapai Perkebuan Leidong West,Indonesia,Bangka Belitung,-1.901361,105.476417
428,Agro Palm,Syarikat Ladang (Sungai Terah),Malaysia,Kelantan,4.977872,101.955083
429,Kurnia Setia,Sri Jelutong,Malaysia,Pahang,3.351525,103.127819
430,TH Plantations,Ladang Pasir Besar,Malaysia,Negeri Sembilan,2.619444,102.511667
431,Timor Oil Palm Plantations,Timor Oil Palm Plantation,Malaysia,Pahang,3.634379,102.76598
432,United Malacca,Syarikat Penanaman Bukit Senorang,Malaysia,Pahang,3.09746,102.42668
433,Vila Sutera,Bukit Kapah,Malaysia,Trengganu,5.109417,102.897
434,Kilang Kelapa Sawit Lekir,Lekir,Malaysia,Perak,4.1505,100.7823
435,Perak Motor Co,Perak Motor,Malaysia,Perak,3.96538,101.17822
436,Raub Oil Mill,Raub Oil Mill,Malaysia,Pahang,3.84375,101.855147
437,Sime Darby Plantation,Elphil,Malaysia,Perak,4.89058,101.093096
438,Southern Keratong Plantations,Bukit Berembun,Malaysia,Pahang,3.075403,102.766156
439,Southern Realty,Fermanagh,Malaysia,Selangor,2.650057,101.658622
440,Southern Realty,Golconda,Malaysia,Selangor,3.139413,101.38792
441,Radiant Response,Radiant Response,Malaysia,Perak,3.913102,101.198753
442,Awan Timur Resources,Awan Timur,Malaysia,Johor,1.9737,103.979
443,Foong Lee Sawiminyak,Foong Lee Sawiminyak,Malaysia,Perak,4.924211,101.105208
444,Gabungan Perusahaan Minyak,Langkap,Malaysia,Perak,4.056506,101.139214
445,Kilang Minyak Sawit Kamunting,Kamunting,Malaysia,Perak,4.922709,100.719732
446,"Kilang Minyak Sawit Tanjung
Tualang (1997)",Tanjung Tualang,Malaysia,Perak,4.305207,101.039023
447,Setia Kawan,Setia Kawan,Malaysia,Kedah,5.443785,100.628331
448,Sime Darby Plantation,Sungai Dingin,Malaysia,Kedah,5.3941,100.7081
449,Solid Palm Oil Mill,Solid Palm Oil Mill,Malaysia,Sarawak,3.73694,113.590325
450,Sungai Kerang Development,Sungai Kerang,Malaysia,Perak,4.403481,100.835955
451,Synn Palm Edible Oil,Synn,Malaysia,Perak,4.831397,100.698407
452,Ngan & Ngan Holding,Temerloh (Topaz Emas),Malaysia,Perak,4.648028,100.694972
453,Hok Huat Group,Topaz Emas,Malaysia,Perak,4.552712,100.724967
454,Kuala Lumpur Kepong,Kekayaan,Malaysia,Johor,2.2,103.266667,
455,Ace Oil Mill,Ace Oil Mill,Malaysia,Pahang,2.91192,102.77981
456,Classic Palm Oil Mill,Classic Palm Oil Mill,Malaysia,Negeri Sembilan,2.600889,102.624639
457,Tee Teh Palm Oil Mill,Tee Teh,Malaysia,Pahang,2.841192,102.865603
458,Seri Langat,Seri Langat,Malaysia,Selangor,2.864728,101.513767
459,Tian Siang Holding,Tian Siang Raub,Malaysia,Pahang,3.986498,101.792486
460,Jeng Huat (Bahau) Realty,Jeng Huat (Bahau) Realty,Malaysia,Pahang,3.104361,102.457944
461,Arah Kawasan,Arah Kawasan,Malaysia,Kedah,5.278791,100.686093
462,Cam Resources,Central Palm Oil Mill,Malaysia,Perak,4.891535,100.668979
463,Hilltop Palms,Hilltop Palms,Malaysia,Perak,5.03545,100.59714
464,Kilang Kelapa Sawit Selama,Selama,Malaysia,Perak,5.178291,100.716671
465,Boustead Estate Agency,Telok Sengat,Malaysia,Johor,1.567319,104.045142
466,Malpom Industries,Malpom,Malaysia,Pulau Pinang,5.207778,100.483889
467,Minsawi Industries,Kuala Kangsar,Malaysia,Perak,4.903604,100.906978
468,Pantai Remis Palm Oil Mill,Pantai Remis,Malaysia,Perak,4.366819,100.696583
469,Perak Agro,SADC,Malaysia,Perak,4.2451927,100.9695399
470,Pinehill Plantations (Malaysia),Pinehill Plantations (Malaysia),Malaysia,Perak,3.968634,101.09572
471,Syarikat Cahaya Muda Perak,Syarikat Cahaya Muda Perak,Malaysia,Perak,4.159833333,101.2818889
472,Taclico Company,Taclico,Malaysia,Kedah,5.507567,100.599592
473,United Plantations Berhad,United International Enterprises (M),Malaysia,Perak,4.448056,100.719722
474,Kuala Lumpur Kepong,Sabah 2,Malaysia,Sabah,4.4550861,118.223825
475,Kuala Lumpur Kepong,Pinang,Malaysia,Sabah,4.4504139,118.2781944
476,Kuala Lumpur Kepong,Bornion,Malaysia,Sabah,5.6093,117.7984
477,Kuala Lumpur Kepong,Rimmer,Malaysia,Sabah,5.0193,118.5715
478,Kuala Lumpur Kepong,Lungmanis,Malaysia,Sabah,5.08395,118.58825
479,Kretam Holdings,Abedon,Malaysia,Sabah,4.436333,118.531833
480,Malaysian Kuwaiti Investment,Balung,Malaysia,Sabah,4.379055,118.186119
481,Tian Siang Holding,Batu,Malaysia,Sabah,5.25458056,117.9090139
482,Sime Darby Plantation,Binuang,Malaysia,Sabah,4.704457,118.060186
483,Genting Plantations,Tanjung,Malaysia,Sabah,5.423017,118.273317
484,Genting Plantations,Trushidup,Malaysia,Sabah,5.563602,117.979434
485,Sime Darby Plantation,Giram,Malaysia,Sabah,4.586785,118.193914
486,Global Enterprise,Global Enterprise,Malaysia,Sabah,5.490111,117.988556
487,Golden Elate,Golden Elate,Malaysia,Sabah,5.13729,118.837979,
488,Hok Huat Group,Bukit Pasir,Malaysia,Johor,2.085126,102.697623
489,Hap Seng,Tomanggong,Malaysia,Sabah,5.428514,118.659323
490,Hap Seng,Jeroco Plantations,Malaysia,Sabah,5.429712,118.417093
491,Koong Shing,Tingkayu,Malaysia,Sabah,4.825535,118.062918
492,Tradewinds Plantation,Ladang Permai (Permai),Malaysia,Sabah,5.187332,118.440289
493,Lam Soon Group,Lam Soon Plantation,Malaysia,Sabah,5.2548333,118.1751667
494,Felda Global Ventures,Pontian Fico Plantation,Malaysia,Sabah,5.423837,118.145415
495,Tong Len Trading,QL Mill 2,Malaysia,Sabah,4.828936,118.10409
496,Sime Darby Plantation,Sandakan Bay,Malaysia,Sabah,5.641362,118.166868
497,Borneo Samudera,Sandau (Sandau),Malaysia,Sabah,5.2043278,118.1341361
498,Borneo Samudera,Sandau (Sebrang),Malaysia,Sabah,4.989722,118.555103
499,Boustead Estate Agency,Segamaha,Malaysia,Sabah,5.210414,117.80966
500,Boustead Estate Agency,Segaria,Malaysia,Sabah,4.48163,118.39817
501,NPC Resources,Sungai Ruku,Malaysia,Sabah,5.56367,117.90028
502,Sook Oil Mill,Sook,Malaysia,Sabah,5.334363,116.362612
503,TH Plantations,Sungai Tenegang,Malaysia,Sabah,5.218094,118.031364
504,Tamaco,Tamaco 2,Malaysia,Sabah,5.154061,118.228475
505,Tian Siang Holding,Kinabatangan,Malaysia,Sabah,5.401358,117.884679
506,Glenealy Plantations,Timora,Malaysia,Sabah,5.304724,118.340076
507,Tian Siang Holding,Lahad Datu,Malaysia,Sabah,5.3207056,118.0424917
508,Tung Hup Enterprise,Tung Hup,Malaysia,Sabah,5.281733,117.869397
509,Yuwang Plantations,Yuwang,Malaysia,Sabah,4.776764,117.934449
510,Agriculture Of Basin Co,Agriculture Of Basin,Thailand,Nakhon Si Thammarat,8.317529,99.970215
511,Paco Trading,Thaindo Factory Krabi,Thailand,Krabi,8.110844,99.293394
512,Otaco Co,Otaco,Thailand,Trang,7.55939,99.61101
513,P Panit Rungruang Palm Oil Co,Panit Rungruang,Thailand,Surat Thani,8.434946,99.06922
514,Unipalm Industry Co,Unipalm Industry,Thailand,Surat Thani,8.673605,98.974225
515,Smothong Group,Smothong Palm,Thailand,Surat Thani,8.676432,98.801449
516,Siam Modern Palm Co,Siam Modern Palm,Thailand,Krabi,8.513202,98.694709
517,Paco Trading,Green Glory Surathani,Thailand,Surat Thani,9.32035,99.12756111
518,Paco Trading,The Southern Palm (Surathani),Thailand,Surat Thani,9.113691,99.266069
519,The Natural Group,The Natural Palm Oil Co,Thailand,Surat Thani,8.392705,99.22777
520,Chumporn Palm Oil Industry,Chumporn Palm Oil Industry,Thailand,Chumphon,10.841667,99.221222,
521,Kwantas Corporation Berhad,Haranky,Malaysia,Sabah,5.2129912,118.0644226
522,Genting Plantations,Mewah,Malaysia,Sabah,5.518017,117.7088
523,Kwantas Corporation Berhad,Pintasan,Malaysia,Sabah,5.2269917,117.81472
524,Tamaco,Tamaco,Malaysia,Sabah,5.244,118.326
525,Arindo Trisejahtera,Tg Malim,Indonesia,Riau,0.580944444,100.9246944
526,Ciliandra Perkasa,Sei Batang Ulak,Indonesia,Riau,0.1621,101.0549
527,Surya Dumai,Perdana Inti Sawit Perkasa,Indonesia,Riau,1.251002,101.101057
528 Subur Arum Makmur,,Subur Arum Makmur (Semananenek),Indonesia,Riau,0.819333,100.8875
529,Surya Dumai,Meridan Sejati Surya Plantation (Sei Pingai),Indonesia,Riau,0.538027778,101.7298889
530,Surya Dumai,Panca Surya Agrindo Tambusai,Indonesia,Riau,1.141178,100.409681
531,Muriniwood Indah Industry,Duri,Indonesia,Riau,1.39225,101.301472
532,Surya Dumai,Surya Intisari Raya (Sei Liku),Indonesia,Riau,0.629583,101.5685
533 Subur Arum Makmur,,Subur Arum Makmur 2,Indonesia,Riau,0.9781,100.7802
534,Surya Dumai,"Meridan Sejati Surya Plantation (Bangsal
Aceh)",Indonesia,Riau,1.7235,101.3789444
535,Surya Dumai,Perdana Inti Sawit Perkasa 2,Indonesia,Riau,1.167333333,100.7047778
536,First Resources,Limpah Sejahtera,Indonesia,Kalimantan Barat,-1.7175,110.3541944
537,Surya Dumai,Swadaya Mukti Prakarsa,Indonesia,Kalimantan Barat,-1.082883,110.38345
538,Umekah Saripratama,Umekah Saripratama,Indonesia,Kalimantan Barat,-2.145,110.992
539,Ketapang Agro Lestari,Ketapang Agro Lestari,Indonesia,Kalimantan Timur,-0.875633333,115.8916528
540,Inti Indosawit Subur,Supra Matra Abadi (Aek Nabara),Indonesia,Sumatera Utara,1.999806,99.939694
541,Inti Indosawit Subur,Mitra Unggul Pusaka (Segati),Indonesia,Riau,0.141861,101.650389
542,Inti Indosawit Subur,Sei Pauh,Indonesia,Riau,-0.113494444,101.2929833
543,Tasma Puja,Tasma Puja,Indonesia,Riau,0.275011,101.219376
544,Tri Bakti Sarimas,Tri Bakti Sarimas,Indonesia,Riau,-0.7282,101.6399
545,Sumber Tani Agung,Sinarlika Portibi Jaya,Indonesia,Sumatera Utara,1.428267,99.723733
546,Astra Agro Lestari,Sari Lembah Subur,Indonesia,Riau,-0.0016,102.1963889
547,Maju Kalimantan Hadapan,Maju Kalimantan Hadapan,Indonesia,Kalimantan Timur,0.015289,116.968428
548,Agro Indomas,Aditya,Indonesia,Kalimantan Barat,-0.476029,110.151418
549,United Plantations Berhad,Lima Belas,Malaysia,Selangor,3.7,101.45
550,United Plantations Berhad,Ulu Basir,Malaysia,Perak,3.724444,101.255833
551 Felda Global Ventures,,Selancar 2A,Malaysia,Pahang,2.6522,103.019,
552,Felda Global Ventures,Selancar 2B,Malaysia,Pahang,2.63879,103
553,Felda Global Ventures,Kechau A,Malaysia,Pahang,4.292928,102.076614
554,Felda Global Ventures,Serting Hilir,Malaysia,Negeri Sembilan,2.993321,102.479926
555,Felda Global Ventures,Triang,Malaysia,Pahang,3.269458,102.578977
556,Felda Global Ventures,Besout,Malaysia,Perak,3.880647,101.276581
557,Felda Global Ventures,Krau,Malaysia,Pahang,3.647222,101.976389
558,Felda Global Ventures,Mempaga,Malaysia,Pahang,3.52695,101.980317
559,Melaka Tong Bee,Nam Bee,Malaysia,Negeri Sembilan,2.49667,102.49058
560,Perak Agro,Kampong Gajah,Malaysia,Perak,4.2428,100.9689
561,Prosper Group,Rompin,Malaysia,Pahang,3.077222,103.174722
562,Seong Thye Plantations,Ladang Rompin,Malaysia,Pahang,2.939,103.2438
563,Sime Darby Plantation,Bukit Puteri,Malaysia,Pahang,4.20131,101.862797
564,Sime Darby Plantation,Chersonese,Malaysia,Perak,4.978457,100.461902
565,United Plantations Berhad,Jendarata,Malaysia,Perak,3.853889,100.968333
566,Achi Jaya Plantations,Johor Labis,Malaysia,Johor,2.251472222,103.0513056
567,Ban Dung Palm Oil Industries,Ban Dung,Malaysia,Johor,2.045553,102.879797
568,EPA Management,Palong Cocoa,Malaysia,Johor,2.7064,102.785012
569,EPA Management,Sedenak,Malaysia,Johor,1.730858,103.538323
570,EPA Management,Sindora,Malaysia,Johor,1.985372,103.46231
571,EPA Management,Tunjuk Laut,Malaysia,Johor,1.966667,103.966667
572,Espek,Risda Ulu Keratong,Malaysia,Pahang,2.738333,102.908306
573,Espek,Risda Sungai Ambat,Malaysia,Johor,2.194746,103.87798
574,Felcra Berhad,Sungai Melikai,Malaysia,Johor,2.388672,103.801811
575,Felcra Berhad,Samarahan Jaya,Malaysia,Sarawak,1.390556,110.455461
576,Hok Huat Group,Kluang Oil Palm Processing,Malaysia,Johor,2.058694444,103.3615833
577,Kim Loong Resources,Kim Loong Palm Oil Mills,Malaysia,Johor,1.807744,103.961586
578,Kim Loong Resources,Tetangga Akrab,Malaysia,Sarawak,1.0225,110.691667
579,Kuala Lumpur Kepong,Ladang Paloh,Malaysia,Johor,2.210278,103.215
580,Kilang Kelapa Sawit Lian Hup,Lian Hup,Malaysia,Pahang,2.77809,102.962
581 Pertubuhan Peladang Negeri Johor,,Bukit Bujang,Malaysia,Johor,2.799894,102.758411
582 Felda Global Ventures,,Kahang,Malaysia,Johor,2.074722,103.493611
583 Sime Darby Plantation,,Perusahaan Minyak Sawit Bintang,Malaysia,Johor,2.157444,103.123425,
584,Rimbunan Hijau Group,RH Lundu,Malaysia,Sarawak,1.509295,109.906071
585,Sime Darby Plantation,Bukit Benut,Malaysia,Johor,1.931143,103.347365
586,Sime Darby Plantation,Hadapan,Malaysia,Johor,1.76216,103.448669
587,Southern Keratong Plantations,Ulu Remis,Malaysia,Johor,1.834444,103.4625
588,Suburban Properties,Suburban Properties,Malaysia,Pahang,2.748994,102.989292
589,TH Plantations,Ladang Tabung Haji (Kota Bahagia),Malaysia,Pahang,2.982632,102.928668
590,Ladang Tai Tak,Kota Tinggi,Malaysia,Johor,1.693889,103.858611
591,TH Plantations,Bukit Lawiang,Malaysia,Johor,1.965939,103.434303
592,Tradewinds Plantation,Ladang Petri Tenggara (Ulu Sebol),Malaysia,Johor,1.888611,103.621833
593,Tradewinds Plantation,Ladang Petri Tenggara (Sungai Kachur),Malaysia,Johor,1.783328,103.762661
594,Victory Eng Hoe Plantations,Victory Eng Hoe,Malaysia,Selangor,3.7922,101.3519
595,YPJ Palm International,Sawit Alaf,Malaysia,Johor,1.718682,103.782365
596,Felda Global Ventures,Jengka 21,Malaysia,Pahang,3.740236,102.489625
597,Felda Global Ventures,Kota Gelanggi,Malaysia,Pahang,3.921733,102.489533
